X,Y,Date,ConfirmedCovidCases,TotalConfirmedCovidCases,ConfirmedCovidDeaths,TotalCovidDeaths,StatisticsProfileDate,CovidCasesConfirmed,HospitalisedCovidCases,RequiringICUCovidCases,HealthcareWorkersCovidCases,ClustersNotified,HospitalisedAged5,HospitalisedAged5to14,HospitalisedAged15to24,HospitalisedAged25to34,HospitalisedAged35to44,HospitalisedAged45to54,HospitalisedAged55to64,HospitalisedAged65up,Male,Female,Unknown,Aged1to4,Aged5to14,Aged15to24,Aged25to34,Aged35to44,Aged45to54,Aged55to64,Aged65up,Median_Age,CommunityTransmission,CloseContact,TravelAbroad,FID
-856335.869598373,7036492.39571864,2020/06/15 00:00:00+00,18,25321,0,1706,2020/06/13 00:00:00+00,25232,3274,433,8278,976,19,17,68,195,265,436,485,1788,10792,14437,3,166,323,1873,4231,4442,4536,3226,6422,43,0,0,0,106
-856335.869598373,7036492.39571864,2020/06/16 00:00:00+00,14,25334,3,1709,2020/06/14 00:00:00+00,25250,3275,433,8285,976,20,17,68,195,265,436,485,1788,10799,14448,3,168,324,1874,4232,4445,4540,3229,6425,42,0,0,0,107
-856335.869598373,7036492.39571864,2020/06/17 00:00:00+00,8,25341,3,1710,2020/06/15 00:00:00+00,25264,3278,434,8289,981,20,17,68,195,266,437,485,1789,10805,14456,3,169,325,1874,4233,4448,4544,3229,6429,47,0,0,0,108
-856335.869598373,7036492.39571864,2020/06/18 00:00:00+00,16,25355,4,1714,2020/06/16 00:00:00+00,25272,3278,434,8291,1005,20,17,68,195,266,437,485,1789,10808,14461,3,169,325,1875,4235,4449,4545,3230,6431,35,0,0,0,109
-856335.869598373,7036492.39571864,2020/06/19 00:00:00+00,13,25368,2,1714,2020/06/17 00:00:00+00,25288,3279,434,8298,1031,20,17,68,196,266,437,485,1789,10817,14468,3,169,326,1877,4239,4452,4548,3231,6433,38,0,0,0,110
-856335.869598373,7036492.39571864,2020/06/20 00:00:00+00,22,25374,2,1715,2020/06/18 00:00:00+00,25301,3280,434,8300,1033,20,17,68,196,267,437,485,1789,10824,14474,3,169,327,1878,4242,4454,4550,3231,6437,43,0,0,0,111
-856335.869598373,7036492.39571864,2020/06/21 00:00:00+00,6,25379,0,1715,2020/06/19 00:00:00+00,25322,3280,434,8305,1036,20,17,68,196,267,437,485,1789,10834,14485,3,169,327,1883,4246,4457,4553,3234,6440,39,0,0,0,112
-856335.869598373,7036492.39571864,2020/06/22 00:00:00+00,4,25383,2,1717,2020/06/20 00:00:00+00,25327,3280,434,8305,1069,20,17,68,196,267,437,485,1789,10835,14489,3,169,327,1883,4247,4459,4553,3234,6442,40,0,0,0,113
-856335.869598373,7036492.39571864,2020/06/23 00:00:00+00,10,25391,3,1720,2020/06/21 00:00:00+00,25331,3281,434,8307,1100,20,17,68,196,267,438,485,1789,10837,14491,3,169,327,1884,4248,4459,4555,3234,6442,38,0,0,0,114
-856335.869598373,7036492.39571864,2020/06/24 00:00:00+00,5,25396,6,1726,2020/06/22 00:00:00+00,25341,3282,434,8309,1212,20,17,68,196,268,438,485,1789,10841,14497,3,169,328,1884,4249,4462,4555,3238,6443,48,0,0,0,115
-856335.869598373,7036492.39571864,2020/06/25 00:00:00+00,11,25405,1,1727,2020/06/23 00:00:00+00,25345,3285,434,8310,1321,20,17,68,196,268,438,486,1791,10843,14499,3,169,328,1884,4249,4463,4555,3239,6445,68,0,0,0,116
-856335.869598373,7036492.39571864,2020/06/26 00:00:00+00,11,25414,3,1730,2020/06/24 00:00:00+00,25354,3285,434,8311,1339,20,17,68,196,268,438,486,1791,10846,14505,3,169,328,1885,4250,4464,4555,3241,6449,57,0,0,0,117
-856335.869598373,7036492.39571864,2020/06/27 00:00:00+00,23,25437,6,1734,2020/06/25 00:00:00+00,25365,3285,434,8313,1339,20,17,68,196,268,438,486,1791,10853,14509,3,169,328,1887,4253,4468,4556,3241,6450,37,0,0,0,118
-856335.869598373,7036492.39571864,2020/06/28 00:00:00+00,3,25439,1,1735,2020/06/26 00:00:00+00,25385,3286,434,8323,1339,20,17,68,196,268,439,486,1791,10863,14519,3,169,328,1889,4261,4472,4560,3241,6452,34,0,0,0,119
-856335.869598373,7036492.39571864,2020/06/29 00:00:00+00,24,25462,0,1735,2020/06/27 00:00:00+00,25388,3287,434,8323,1429,20,17,69,196,268,439,486,1791,10864,14521,3,170,328,1891,4261,4472,4560,3241,6452,21,0,0,0,120
-856335.869598373,7036492.39571864,2020/06/30 00:00:00+00,11,25473,1,1736,2020/06/28 00:00:00+00,25412,3290,434,8328,1429,20,17,69,196,269,439,486,1793,10871,14538,3,171,328,1894,4266,4475,4563,3243,6459,43,0,0,0,121
-856335.869598373,7036492.39571864,2020/07/01 00:00:00+00,6,25477,3,1738,2020/06/29 00:00:00+00,25423,3291,434,8332,1687,20,17,69,196,269,439,486,1794,10877,14543,3,171,329,1896,4270,4477,4564,3243,6460,27,0,0,0,122
-856335.869598373,7036492.39571864,2020/07/02 00:00:00+00,15,25489,5,1738,2020/06/30 00:00:00+00,25429,3292,434,8335,1687,20,17,69,197,269,439,486,1794,10877,14549,3,171,329,1896,4271,4478,4565,3244,6462,51,0,0,0,123
-856335.869598373,7036492.39571864,2020/07/03 00:00:00+00,9,25498,2,1740,2020/07/01 00:00:00+00,25444,3293,435,8338,1772,20,17,69,197,269,439,486,1795,10885,14556,3,171,329,1900,4276,4479,4568,3245,6463,32,0,0,0,124
-856335.869598373,7036492.39571864,2020/07/04 00:00:00+00,11,25509,1,1741,2020/07/02 00:00:00+00,25453,3295,435,8339,1809,21,18,69,197,269,439,486,1795,10892,14558,3,173,330,1900,4280,4480,4568,3246,6463,26,0,0,0,125
-856335.869598373,7036492.39571864,2020/07/05 00:00:00+00,18,25527,0,1741,2020/07/03 00:00:00+00,25464,3295,435,8341,1823,21,18,69,197,269,439,486,1795,10900,14561,3,174,330,1900,4282,4483,4572,3247,6463,43,0,0,0,126
-856335.869598373,7036492.39571864,2020/07/06 00:00:00+00,4,25531,0,1741,2020/07/04 00:00:00+00,25481,3296,436,8348,1823,21,18,69,197,269,440,486,1795,10909,14569,3,175,331,1901,4284,4488,4575,3249,6465,41,0,0,0,127
-856335.869598373,7036492.39571864,2020/07/07 00:00:00+00,24,25538,1,1742,2020/07/05 00:00:00+00,25484,3296,436,8350,1827,21,18,69,197,269,440,486,1795,10909,14572,3,175,331,1901,4285,4489,4575,3250,6465,39,0,0,0,128
-856335.869598373,7036492.39571864,2020/07/08 00:00:00+00,11,25542,0,1738,2020/07/06 00:00:00+00,25508,3297,436,8363,1860,21,18,69,197,270,440,486,1795,10918,14587,3,176,331,1904,4290,4497,4577,3253,6467,38,0,0,0,129
-856335.869598373,7036492.39571864,2020/07/09 00:00:00+00,22,25565,6,1743,2020/07/07 00:00:00+00,25519,3298,436,8369,1884,22,18,69,197,270,440,486,1795,10922,14594,3,177,331,1907,4292,4498,4579,3254,6468,29,0,0,0,130
-856335.869598373,7036492.39571864,2020/07/10 00:00:00+00,25,25589,1,1744,2020/07/08 00:00:00+00,25542,3298,436,8372,1896,22,18,69,197,270,440,486,1795,10932,14607,3,178,333,1921,4295,4500,4579,3254,6469,23,0,0,0,131
-856335.869598373,7036492.39571864,2020/07/11 00:00:00+00,23,25611,2,1746,2020/07/09 00:00:00+00,25567,3299,436,8375,1920,22,18,69,197,271,440,486,1795,10942,14622,3,178,337,1932,4297,4505,4581,3254,6470,24,0,0,0,132
-856335.869598373,7036492.39571864,2020/07/12 00:00:00+00,17,25628,0,1746,2020/07/10 00:00:00+00,25590,3299,436,8378,1935,22,18,69,197,271,440,486,1795,10951,14636,3,179,338,1938,4302,4510,4584,3254,6472,31,0,0,0,133
-856335.869598373,7036492.39571864,2020/07/13 00:00:00+00,11,25638,0,1746,2020/07/11 00:00:00+00,25607,3299,436,8387,1935,22,18,69,197,271,440,486,1795,10958,14646,3,179,338,1939,4313,4512,4585,3255,6473,29,0,0,0,134
-856335.869598373,7036492.39571864,2020/07/14 00:00:00+00,32,25670,0,1746,2020/07/12 00:00:00+00,25618,3300,436,8392,1933,22,18,70,197,271,440,486,1795,10962,14653,3,179,338,1941,4316,4512,4587,3257,6475,47,0,0,0,135
-856335.869598373,7036492.39571864,2020/07/15 00:00:00+00,14,25683,2,1748,2020/07/13 00:00:00+00,25650,3304,437,8410,1976,22,18,70,197,271,440,488,1797,10973,14674,3,179,338,1943,4323,4517,4595,3262,6480,45,0,0,0,136
-856335.869598373,7036492.39571864,2020/07/16 00:00:00+00,21,25698,1,1749,2020/07/14 00:00:00+00,25663,3306,437,8416,2019,22,18,70,197,271,440,489,1798,10980,14680,3,179,338,1945,4327,4518,4599,3263,6481,38,0,0,0,137
-856335.869598373,7036492.39571864,2020/07/17 00:00:00+00,34,25730,3,1752,2020/07/15 00:00:00+00,25685,3307,437,8419,2101,22,18,70,197,271,441,489,1798,10992,14690,3,180,338,1947,4336,4522,4601,3263,6485,33,0,0,0,138
-856335.869598373,7036492.39571864,2020/07/18 00:00:00+00,21,25750,2,1753,2020/07/16 00:00:00+00,25718,3308,437,8423,2110,22,18,71,197,271,441,489,1798,11010,14705,3,183,339,1954,4344,4527,4603,3264,6490,32,0,0,0,139
-856335.869598373,7036492.39571864,2020/07/19 00:00:00+00,9,25760,0,1753,2020/07/17 00:00:00+00,25737,3308,437,8428,2146,22,18,71,197,271,441,489,1798,11019,14715,3,183,339,1958,4349,4528,4606,3266,6494,33,0,0,0,140
-856335.869598373,7036492.39571864,2020/07/20 00:00:00+00,6,25766,0,1753,2020/07/18 00:00:00+00,25746,3309,437,8431,2146,22,18,71,197,271,441,489,1799,11023,14720,3,183,339,1959,4351,4532,4606,3267,6495,36,0,0,0,141
-856335.869598373,7036492.39571864,2020/07/21 00:00:00+00,36,25802,0,1753,2020/07/19 00:00:00+00,25752,3309,437,8433,2146,22,18,71,197,271,441,489,1799,11025,14724,3,183,340,1959,4351,4534,4608,3268,6495,40,0,0,0,142
-856335.869598373,7036492.39571864,2020/07/22 00:00:00+00,17,25819,1,1754,2020/07/20 00:00:00+00,25786,3310,437,8440,2153,22,18,71,197,272,441,489,1799,11051,14732,3,183,341,1964,4357,4538,4619,3273,6497,46,0,0,0,143
-856335.869598373,7036492.39571864,2020/07/23 00:00:00+00,7,25826,9,1763,2020/07/21 00:00:00+00,25803,3311,437,8449,2226,22,18,72,197,272,441,489,1799,11058,14742,3,184,341,1965,4361,4541,4622,3274,6501,44,0,0,0,144
-856335.869598373,7036492.39571864,2020/07/24 00:00:00+00,20,25845,0,1763,2020/07/22 00:00:00+00,25810,3312,437,8451,2264,22,18,72,197,272,442,489,1799,11061,14746,3,184,341,1966,4363,4542,4623,3274,6503,48,0,0,0,145
-856335.869598373,7036492.39571864,2020/07/25 00:00:00+00,24,25869,1,1764,2020/07/23 00:00:00+00,25830,3313,437,8453,2274,22,18,72,197,272,442,490,1799,11070,14757,3,185,343,1969,4370,4546,4623,3275,6505,31,0,0,0,146
-856335.869598373,7036492.39571864,2020/07/26 00:00:00+00,12,25881,0,1764,2020/07/24 00:00:00+00,25853,3313,437,8460,2282,22,18,72,197,272,442,490,1799,11081,14769,3,186,343,1972,4376,4554,4628,3275,6505,36,0,0,0,147
-856335.869598373,7036492.39571864,2020/07/27 00:00:00+00,11,25892,0,1764,2020/07/25 00:00:00+00,25865,3315,437,8463,2282,23,18,73,197,272,442,490,1799,11086,14776,3,188,343,1975,4382,4554,4628,3276,6505,26,0,0,0,148
-856335.869598373,7036492.39571864,2020/07/28 00:00:00+00,40,25930,0,1764,2020/07/26 00:00:00+00,25875,3315,437,8465,2282,23,18,73,197,272,442,490,1799,11093,14779,3,188,344,1976,4384,4556,4630,3277,6506,37,0,0,0,149
-856335.869598373,7036492.39571864,2020/07/29 00:00:00+00,14,25942,0,1764,2020/07/27 00:00:00+00,25914,3317,438,8469,2291,23,18,73,197,272,442,492,1799,11113,14798,3,189,347,1983,4395,4563,4635,3280,6508,33,0,0,0,150
-856335.869598373,7036492.39571864,2020/07/30 00:00:00+00,85,26027,1,1763,2020/07/28 00:00:00+00,25928,3318,438,8471,2303,24,18,73,197,272,442,492,1799,11116,14809,3,191,348,1984,4403,4563,4635,3281,6509,29,0,0,0,151
-856335.869598373,7036492.39571864,2020/07/31 00:00:00+00,38,26065,0,1763,2020/07/29 00:00:00+00,26013,3320,438,8474,2307,24,18,73,197,273,442,492,1800,11169,14841,3,198,356,2003,4418,4572,4651,3286,6515,29,0,0,0,152
-856335.869598373,7036492.39571864,2020/08/01 00:00:00+00,45,26109,0,1763,2020/07/30 00:00:00+00,26053,3320,438,8475,2313,24,18,73,197,273,442,492,1800,11192,14858,3,198,358,2013,4431,4578,4657,3287,6517,31,0,0,0,153
-856335.869598373,7036492.39571864,2020/08/02 00:00:00+00,53,26162,0,1763,2020/07/31 00:00:00+00,26096,3322,438,8478,2318,24,18,73,198,273,443,492,1800,11212,14881,3,200,363,2019,4440,4588,4664,3289,6519,34,0,0,0,154
-856335.869598373,7036492.39571864,2020/08/03 00:00:00+00,46,26208,0,1763,2020/08/01 00:00:00+00,26149,3323,438,8483,2319,24,18,73,198,273,443,493,1800,11239,14907,3,206,369,2028,4452,4597,4668,3291,6524,30,0,0,0,155
-856335.869598373,7036492.39571864,2020/08/04 00:00:00+00,44,26253,0,1763,2020/08/02 00:00:00+00,26194,3325,438,8484,2321,24,18,73,199,273,443,493,1801,11266,14925,3,208,373,2036,4471,4602,4672,3293,6525,28,0,0,0,156
-856335.869598373,7036492.39571864,2020/08/05 00:00:00+00,48,26303,0,1763,2020/08/03 00:00:00+00,26238,3325,438,8485,2323,24,18,73,199,273,443,493,1801,11300,14935,3,209,373,2043,4488,4611,4679,3296,6525,32,0,0,0,157
-856335.869598373,7036492.39571864,2020/08/06 00:00:00+00,69,26372,5,1769,2020/08/04 00:00:00+00,26285,3326,438,8487,2326,24,18,73,199,273,444,493,1801,11329,14953,3,214,378,2054,4498,4618,4684,3298,6527,29,0,0,0,158
-856335.869598373,7036492.39571864,2020/08/07 00:00:00+00,98,26470,4,1772,2020/08/05 00:00:00+00,26355,3328,439,8488,2331,24,18,73,199,273,444,493,1803,11362,14990,3,216,382,2061,4518,4631,4701,3302,6530,36,0,0,0,159
-856335.869598373,7036492.39571864,2020/08/08 00:00:00+00,174,26644,1,1772,2020/08/06 00:00:00+00,26452,3331,440,8491,2331,24,18,73,199,274,445,493,1804,11420,15029,3,218,384,2075,4541,4656,4721,3310,6533,38,0,0,0,160
-856335.869598373,7036492.39571864,2020/08/09 00:00:00+00,68,26712,0,1772,2020/08/07 00:00:00+00,26622,3334,441,8497,2332,24,18,73,202,274,445,493,1804,11542,15077,3,222,390,2099,4589,4694,4745,3327,6542,35,0,0,0,161
-856335.869598373,7036492.39571864,2020/08/10 00:00:00+00,57,26768,0,1772,2020/08/08 00:00:00+00,26689,3334,441,8499,2336,24,18,73,202,274,445,493,1804,11578,15108,3,226,396,2110,4607,4710,4750,3332,6544,30,0,0,0,162
-856335.869598373,7036492.39571864,2020/08/11 00:00:00+00,34,26801,1,1773,2020/08/09 00:00:00+00,26746,3335,441,8502,2334,24,18,73,202,274,445,493,1805,11607,15136,3,228,400,2125,4619,4718,4759,3338,6545,30,0,0,0,163
-856335.869598373,7036492.39571864,2020/08/12 00:00:00+00,40,26838,1,1774,2020/08/10 00:00:00+00,26779,3336,441,8505,2391,24,18,73,202,274,445,493,1806,11622,15154,3,230,404,2136,4619,4724,4764,3339,6549,24,0,0,0,164
-856335.869598373,7036492.39571864,2020/08/13 00:00:00+00,92,26929,0,1774,2020/08/11 00:00:00+00,26819,3338,441,8510,2465,24,18,74,203,274,445,493,1806,11643,15173,3,231,409,2144,4626,4733,4772,3339,6551,32,0,0,0,165
-856335.869598373,7036492.39571864,2020/08/14 00:00:00+00,67,26995,0,1774,2020/08/12 00:00:00+00,26906,3340,441,8516,2474,24,18,74,204,274,445,493,1807,11682,15221,3,234,416,2168,4645,4743,4781,3348,6557,31,0,0,0,166
-856335.869598373,7036492.39571864,2020/08/15 00:00:00+00,200,27191,0,1774,2020/08/13 00:00:00+00,26973,3343,442,8519,2477,24,18,74,204,275,446,493,1808,11718,15252,3,236,420,2184,4658,4755,4791,3351,6564,33,0,0,0,167
-856335.869598373,7036492.39571864,2020/08/16 00:00:00+00,66,27257,0,1774,2020/08/14 00:00:00+00,27171,3348,444,8537,2487,24,18,74,204,276,448,493,1810,11821,15347,3,241,437,2217,4702,4790,4820,3370,6580,34,0,0,0,168
-856335.869598373,7036492.39571864,2020/08/17 00:00:00+00,56,27313,0,1774,2020/08/15 00:00:00+00,27235,3348,444,8544,2497,24,18,74,204,276,448,493,1810,11855,15377,3,244,443,2229,4714,4800,4832,3375,6584,33,0,0,0,169
-856335.869598373,7036492.39571864,2020/08/18 00:00:00+00,190,27499,1,1775,2020/08/16 00:00:00+00,27288,3348,444,8551,2496,24,18,74,204,276,448,493,1810,11883,15402,3,246,451,2241,4724,4809,4837,3380,6586,31,0,0,0,170
-856335.869598373,7036492.39571864,2020/08/19 00:00:00+00,54,27547,2,1775,2020/08/17 00:00:00+00,27472,3351,444,8565,2520,24,18,74,204,277,449,493,1811,11956,15513,3,251,465,2277,4769,4846,4867,3390,6593,32,0,0,0,171
-856335.869598373,7036492.39571864,2020/08/20 00:00:00+00,136,27676,1,1776,2020/08/18 00:00:00+00,27526,3355,445,8569,2568,24,18,74,205,277,450,494,1812,11981,15542,3,253,469,2292,4780,4850,4875,3396,6597,29,0,0,0,172
-856335.869598373,7036492.39571864,2020/08/21 00:00:00+00,80,27755,0,1776,2020/08/19 00:00:00+00,27661,3356,445,8577,2577,24,18,74,205,277,450,494,1813,12036,15622,3,257,481,2329,4810,4873,4883,3411,6603,27,0,0,0,173
-856335.869598373,7036492.39571864,2020/08/22 00:00:00+00,156,27908,2,1777,2020/08/20 00:00:00+00,27736,3357,445,8582,2570,24,18,74,205,277,450,494,1814,12074,15659,3,260,486,2347,4828,4885,4890,3421,6605,30,0,0,0,174
-856335.869598373,7036492.39571864,2020/08/23 00:00:00+00,61,27969,0,1777,2020/08/21 00:00:00+00,27886,3359,445,8596,2579,24,18,74,206,277,450,494,1815,12150,15733,3,270,496,2375,4863,4909,4910,3433,6616,32,0,0,0,175
-856335.869598373,7036492.39571864,2020/08/24 00:00:00+00,147,28116,0,1777,2020/08/22 00:00:00+00,27946,3360,445,8602,2580,24,18,74,206,277,450,494,1816,12180,15763,3,271,500,2395,4873,4916,4922,3438,6617,29,0,0,0,176
-856335.869598373,7036492.39571864,2020/08/25 00:00:00+00,92,28201,0,1777,2020/08/23 00:00:00+00,28092,3366,447,8615,2584,24,18,75,207,277,451,497,1816,12260,15829,3,274,508,2442,4901,4934,4936,3452,6631,29,0,0,0,177
-856335.869598373,7036492.39571864,2020/08/26 00:00:00+00,164,28363,0,1777,2020/08/24 00:00:00+00,28183,3368,447,8618,2633,25,18,75,207,277,452,497,1816,12313,15867,3,277,519,2463,4915,4947,4952,3458,6638,31,0,0,0,178
-856335.869598373,7036492.39571864,2020/08/27 00:00:00+00,93,28453,0,1777,2020/08/25 00:00:00+00,28345,3372,447,8627,2649,25,18,77,207,278,453,497,1816,12395,15947,3,280,528,2503,4951,4965,4982,3470,6651,32,0,0,0,179
-856335.869598373,7036492.39571864,2020/08/28 00:00:00+00,128,28579,0,1777,2020/08/26 00:00:00+00,28438,3376,447,8642,2656,25,18,78,207,278,454,497,1818,12446,15989,3,284,537,2521,4966,4984,4996,3479,6656,35,0,0,0,180
-856335.869598373,7036492.39571864,2020/08/29 00:00:00+00,141,28719,0,1777,2020/08/27 00:00:00+00,28562,3381,447,8656,2734,25,18,78,208,278,454,498,1821,12513,16046,3,285,549,2553,4993,5010,5010,3486,6660,30,0,0,0,181
-856335.869598373,7036492.39571864,2020/08/30 00:00:00+00,42,28760,0,1777,2020/08/28 00:00:00+00,28702,3387,448,8673,2741,25,18,79,210,279,455,498,1822,12586,16113,3,289,561,2579,5022,5036,5029,3498,6672,34,0,0,0,182
-856335.869598373,7036492.39571864,2020/08/31 00:00:00+00,53,28811,0,1777,2020/08/29 00:00:00+00,28742,3390,448,8676,2741,25,18,79,210,279,455,499,1824,12605,16134,3,292,563,2590,5029,5042,5035,3500,6675,31,0,0,0,183
-856335.869598373,7036492.39571864,2020/09/01 00:00:00+00,217,29025,0,1777,2020/08/30 00:00:00+00,28795,3391,448,8686,2733,25,18,80,210,279,455,499,1824,12633,16159,3,293,568,2603,5039,5053,5038,3509,6676,30,0,0,0,184
-856335.869598373,7036492.39571864,2020/09/02 00:00:00+00,89,29114,1,1777,2020/08/31 00:00:00+00,29009,3399,448,8708,2783,25,18,80,210,279,455,500,1831,12735,16271,3,300,591,2651,5079,5084,5067,3524,6697,30,0,0,0,185
-856335.869598373,7036492.39571864,2020/09/03 00:00:00+00,95,29206,0,1777,2020/09/01 00:00:00+00,29098,3405,449,8718,2810,25,18,80,210,279,456,501,1835,12776,16319,3,302,603,2677,5090,5089,5078,3532,6711,31,0,0,0,186
-856335.869598373,7036492.39571864,2020/09/04 00:00:00+00,98,29303,0,1777,2020/09/02 00:00:00+00,29191,3409,449,8730,2826,25,18,80,210,279,456,502,1838,12828,16360,3,306,613,2696,5105,5105,5087,3541,6721,33,0,0,0,187
-856335.869598373,7036492.39571864,2020/09/05 00:00:00+00,231,29534,0,1777,2020/09/03 00:00:00+00,29287,3417,450,8753,2848,26,18,81,210,279,457,503,1842,12876,16408,3,313,623,2715,5122,5116,5101,3549,6731,31,0,0,0,188
-856335.869598373,7036492.39571864,2020/09/06 00:00:00+00,138,29672,0,1777,2020/09/04 00:00:00+00,29516,3424,451,8780,2865,26,18,83,210,280,457,503,1846,12992,16521,3,319,637,2763,5172,5158,5128,3566,6756,34,0,0,0,189
-856335.869598373,7036492.39571864,2020/09/07 00:00:00+00,102,29774,0,1777,2020/09/05 00:00:00+00,29654,3426,451,8807,2878,26,18,83,210,281,458,503,1846,13051,16600,3,326,641,2794,5197,5184,5147,3576,6772,35,0,0,0,190
-856335.869598373,7036492.39571864,2020/09/08 00:00:00+00,307,30080,1,1778,2020/09/06 00:00:00+00,29754,3430,452,8818,2885,26,18,84,210,281,458,504,1848,13096,16655,3,331,650,2818,5214,5203,5158,3583,6780,31,0,0,0,191
-856335.869598373,7036492.39571864,2020/09/09 00:00:00+00,84,30164,3,1781,2020/09/07 00:00:00+00,30060,3434,453,8844,2908,26,19,84,210,281,458,504,1851,13256,16801,3,347,682,2879,5276,5254,5192,3614,6799,31,0,0,0,192
-856335.869598373,7036492.39571864,2020/09/10 00:00:00+00,196,30360,0,1781,2020/09/08 00:00:00+00,30142,3438,454,8851,2933,26,19,84,210,281,460,504,1853,13285,16854,3,356,691,2891,5291,5264,5202,3618,6812,32,0,0,0,193
-856335.869598373,7036492.39571864,2020/09/11 00:00:00+00,211,30571,1,1781,2020/09/09 00:00:00+00,30337,3445,455,8870,2954,26,19,84,210,281,462,506,1856,13389,16945,3,359,720,2915,5330,5289,5234,3633,6840,36,0,0,0,194
-856335.869598373,7036492.39571864,2020/09/12 00:00:00+00,159,30730,2,1783,2020/09/10 00:00:00+00,30544,3453,455,8896,2985,26,19,84,211,281,464,507,1860,13489,17052,3,369,733,2961,5376,5325,5256,3653,6854,32,0,0,0,195
-856335.869598373,7036492.39571864,2020/09/13 00:00:00+00,255,30985,1,1784,2020/09/11 00:00:00+00,30702,3460,457,8910,3028,27,19,84,211,281,467,508,1862,13558,17141,3,376,747,2991,5404,5348,5280,3675,6864,34,0,0,0,196
-856335.869598373,7036492.39571864,2020/09/14 00:00:00+00,208,31192,0,1784,2020/09/12 00:00:00+00,30957,3470,459,8925,3035,28,19,85,212,282,468,511,1864,13690,17264,3,386,773,3046,5451,5384,5304,3699,6897,33,0,0,0,197
-856335.869598373,7036492.39571864,2020/09/15 00:00:00+00,357,31549,3,1787,2020/09/13 00:00:00+00,31161,3476,459,8936,3035,28,19,85,212,282,468,512,1869,13786,17372,3,389,783,3111,5473,5410,5341,3725,6912,36,0,0,0,198
-856335.869598373,7036492.39571864,2020/09/16 00:00:00+00,254,31799,3,1788,2020/09/14 00:00:00+00,31511,3489,462,8961,3074,28,19,87,213,282,471,514,1874,13969,17539,3,401,818,3200,5523,5448,5391,3761,6952,32,0,0,0,199
-856335.869598373,7036492.39571864,2020/09/17 00:00:00+00,240,32023,1,1789,2020/09/15 00:00:00+00,31756,3497,465,8980,3156,28,19,88,213,283,472,515,1878,14084,17669,3,412,846,3252,5563,5474,5428,3790,6974,32,0,0,0,200
-856335.869598373,7036492.39571864,2020/09/18 00:00:00+00,253,32271,3,1792,2020/09/16 00:00:00+00,31994,3515,466,8998,3252,29,19,88,214,285,473,519,1887,14203,17788,3,427,864,3285,5606,5509,5464,3819,7003,36,0,0,0,201
-856335.869598373,7036492.39571864,2020/09/19 00:00:00+00,274,32538,0,1792,2020/09/17 00:00:00+00,32242,3527,468,9013,3433,29,19,90,214,287,474,522,1891,14343,17896,3,433,889,3345,5643,5554,5500,3834,7027,34,0,0,0,202
-856335.869598373,7036492.39571864,2020/09/20 00:00:00+00,396,32933,0,1792,2020/09/18 00:00:00+00,32512,3536,469,9038,3489,29,19,91,214,287,478,522,1895,14483,18026,3,441,909,3410,5682,5599,5535,3868,7051,35,0,0,0,203
-856335.869598373,7036492.39571864,2020/09/21 00:00:00+00,188,33121,0,1792,2020/09/19 00:00:00+00,32903,3548,473,9065,3499,29,19,92,214,290,480,522,1901,14652,18248,3,454,933,3503,5756,5669,5589,3889,7093,32,0,0,0,204
