X,Y,Date,ConfirmedCovidCases,TotalConfirmedCovidCases,ConfirmedCovidDeaths,TotalCovidDeaths,StatisticsProfileDate,CovidCasesConfirmed,HospitalisedCovidCases,RequiringICUCovidCases,HealthcareWorkersCovidCases,ClustersNotified,HospitalisedAged5,HospitalisedAged5to14,HospitalisedAged15to24,HospitalisedAged25to34,HospitalisedAged35to44,HospitalisedAged45to54,HospitalisedAged55to64,HospitalisedAged65up,Male,Female,Unknown,Aged1to4,Aged5to14,Aged15to24,Aged25to34,Aged35to44,Aged45to54,Aged55to64,Aged65up,Median_Age,CommunityTransmission,CloseContact,TravelAbroad,FID
-856335.869598373,7036492.39571864,2020/09/22 00:00:00+00,334,33444,0,1792,2020/09/20 00:00:00+00,33087,3560,475,9073,3521,29,19,92,214,290,483,525,1907,14748,18336,3,458,948,3542,5804,5693,5614,3900,7111,31,0,0,0,205
-856335.869598373,7036492.39571864,2020/09/23 00:00:00+00,234,33675,2,1794,2020/09/21 00:00:00+00,33415,3569,476,9098,3595,29,19,93,214,291,485,526,1911,14902,18510,3,470,985,3624,5857,5745,5650,3929,7138,30,0,0,0,206
-856335.869598373,7036492.39571864,2020/09/24 00:00:00+00,324,33994,3,1797,2020/09/22 00:00:00+00,33642,3574,476,9117,3699,29,19,93,215,292,485,527,1913,15014,18625,3,470,999,3699,5892,5774,5678,3955,7158,31,0,0,0,207
-856335.869598373,7036492.39571864,2020/09/25 00:00:00+00,326,34315,0,1797,2020/09/23 00:00:00+00,33962,3586,478,9144,3795,29,19,94,215,292,487,530,1919,15180,18779,3,479,1020,3765,5947,5829,5731,3985,7189,37,0,0,0,208
-856335.869598373,7036492.39571864,2020/09/26 00:00:00+00,248,34560,5,1802,2020/09/24 00:00:00+00,34286,3603,480,9172,3874,29,19,94,215,295,490,535,1925,15341,18942,3,483,1042,3852,6015,5872,5772,4018,7215,30,0,0,0,209
-856335.869598373,7036492.39571864,2020/09/27 00:00:00+00,430,34990,0,1802,2020/09/25 00:00:00+00,34534,3614,482,9192,3948,30,20,95,216,295,492,536,1929,15473,19058,3,491,1063,3916,6063,5898,5805,4042,7239,30,0,0,0,210
-856335.869598373,7036492.39571864,2020/09/28 00:00:00+00,390,35377,0,1802,2020/09/26 00:00:00+00,34962,3624,483,9213,3961,30,21,96,217,295,492,538,1934,15693,19266,3,500,1097,4028,6154,5958,5854,4071,7283,31,0,0,0,211
-856335.869598373,7036492.39571864,2020/09/29 00:00:00+00,363,35740,1,1803,2020/09/27 00:00:00+00,35345,3632,483,9227,3971,30,21,96,218,296,493,539,1938,15879,19463,3,506,1122,4125,6227,6007,5916,4110,7315,33,0,0,0,212
-856335.869598373,7036492.39571864,2020/09/30 00:00:00+00,429,36155,1,1804,2020/09/28 00:00:00+00,35702,3646,484,9263,4055,31,21,97,219,298,495,542,1942,16048,19651,3,514,1138,4220,6282,6061,5969,4150,7351,36,0,0,0,213
-856335.869598373,7036492.39571864,2020/10/01 00:00:00+00,442,36597,4,1806,2020/09/29 00:00:00+00,36130,3666,486,9299,4138,31,21,98,221,300,499,544,1951,16251,19876,3,531,1164,4329,6352,6116,6029,4198,7394,34,0,0,0,214
-856335.869598373,7036492.39571864,2020/10/02 00:00:00+00,470,37063,1,1801,2020/09/30 00:00:00+00,36569,3682,487,9336,4237,31,22,99,221,301,502,544,1961,16474,20092,3,539,1186,4425,6440,6196,6085,4250,7431,35,0,0,0,215
-856335.869598373,7036492.39571864,2020/10/03 00:00:00+00,613,37668,10,1810,2020/10/01 00:00:00+00,37027,3693,488,9377,4330,31,22,101,221,302,504,545,1966,16694,20330,3,551,1220,4535,6516,6275,6160,4290,7463,34,0,0,0,216
-856335.869598373,7036492.39571864,2020/10/04 00:00:00+00,364,38032,0,1810,2020/10/02 00:00:00+00,37631,3707,488,9406,4423,32,22,102,223,303,505,549,1970,17006,20622,3,570,1261,4686,6617,6374,6237,4357,7512,33,0,0,0,217
-856335.869598373,7036492.39571864,2020/10/05 00:00:00+00,518,38549,0,1810,2020/10/03 00:00:00+00,37992,3720,489,9430,4443,33,22,103,226,305,505,551,1974,17200,20789,3,581,1280,4781,6704,6429,6277,4391,7532,31,0,0,0,218
-856335.869598373,7036492.39571864,2020/10/06 00:00:00+00,432,38973,1,1811,2020/10/04 00:00:00+00,38508,3731,491,9476,4457,33,23,103,226,308,506,553,1978,17451,21054,3,596,1322,4910,6784,6517,6352,4433,7577,34,0,0,0,219
-856335.869598373,7036492.39571864,2020/10/07 00:00:00+00,611,39584,5,1816,2020/10/05 00:00:00+00,38934,3761,496,9529,4554,33,23,104,228,309,508,566,1989,17665,21266,3,605,1351,5025,6841,6571,6415,4492,7617,35,0,0,0,220
-856335.869598373,7036492.39571864,2020/10/08 00:00:00+00,506,40086,1,1817,2020/10/06 00:00:00+00,39536,3790,499,9577,4651,34,23,107,229,310,511,573,2002,17964,21569,3,623,1390,5173,6932,6630,6486,4568,7717,36,0,0,0,221
-856335.869598373,7036492.39571864,2020/10/09 00:00:00+00,617,40703,5,1821,2020/10/07 00:00:00+00,40039,3816,503,9626,4795,34,24,107,230,311,512,579,2018,18206,21830,3,635,1415,5322,7010,6691,6556,4616,7777,33,0,0,0,222
-856335.869598373,7036492.39571864,2020/10/10 00:00:00+00,1012,41714,3,1824,2020/10/08 00:00:00+00,40652,3838,505,9673,4904,35,24,108,231,315,516,581,2027,18514,22135,3,651,1462,5510,7118,6783,6632,4665,7814,29,0,0,0,223
-856335.869598373,7036492.39571864,2020/10/11 00:00:00+00,817,42531,2,1826,2020/10/09 00:00:00+00,41651,3869,509,9739,4947,37,25,109,237,315,522,584,2039,19021,22627,3,682,1525,5803,7320,6906,6772,4751,7874,30,0,0,0,224
-856335.869598373,7036492.39571864,2020/10/12 00:00:00+00,825,43351,1,1827,2020/10/10 00:00:00+00,42449,3903,510,9777,4957,38,25,112,241,316,523,586,2060,19447,22999,3,702,1586,6014,7462,7027,6864,4828,7947,32,0,0,0,225
-856335.869598373,7036492.39571864,2020/10/13 00:00:00+00,811,44159,3,1830,2020/10/11 00:00:00+00,43265,3925,512,9826,4955,38,25,115,243,318,527,588,2069,19878,23384,3,725,1641,6233,7629,7126,6978,4901,8013,30,0,0,0,226
-856335.869598373,7036492.39571864,2020/10/14 00:00:00+00,1095,45243,5,1835,2020/10/12 00:00:00+00,44071,3949,513,9883,5022,38,25,118,247,320,529,592,2078,20291,23777,3,745,1698,6478,7773,7223,7071,4979,8085,29,0,0,0,227
-856335.869598373,7036492.39571864,2020/10/15 00:00:00+00,1205,46429,3,1838,2020/10/13 00:00:00+00,45143,3996,516,9959,5173,41,25,120,250,322,533,601,2102,20815,24324,4,770,1767,6794,7962,7370,7201,5081,8178,31,0,0,0,228
-856335.869598373,7036492.39571864,2020/10/16 00:00:00+00,1000,47427,3,1841,2020/10/14 00:00:00+00,46349,4027,523,10036,5265,41,26,121,251,323,540,607,2116,21431,24914,4,806,1858,7130,8172,7548,7362,5192,8261,32,0,0,0,229
-856335.869598373,7036492.39571864,2020/10/17 00:00:00+00,1276,48678,8,1849,2020/10/15 00:00:00+00,47343,4049,525,10096,5423,41,27,124,257,325,541,609,2123,21906,25433,4,846,1949,7394,8328,7705,7488,5292,8321,31,0,0,0,230
-856335.869598373,7036492.39571864,2020/10/18 00:00:00+00,1283,49962,3,1852,2020/10/16 00:00:00+00,48610,4081,527,10153,5568,41,29,128,257,329,542,616,2137,22545,26061,4,877,2042,7757,8532,7886,7665,5425,8406,31,0,0,0,231
-856335.869598373,7036492.39571864,2020/10/19 00:00:00+00,1031,50993,0,1852,2020/10/17 00:00:00+00,49856,4109,529,10192,5590,41,29,128,260,331,546,622,2150,23153,26699,4,922,2171,8053,8740,8058,7822,5550,8519,31,0,0,0,232
-856335.869598373,7036492.39571864,2020/10/20 00:00:00+00,1269,52256,13,1865,2020/10/18 00:00:00+00,50856,4126,532,10218,5617,41,29,128,263,332,548,624,2159,23652,27200,4,960,2281,8315,8895,8194,7947,5653,8589,30,0,0,0,233
-856335.869598373,7036492.39571864,2020/10/21 00:00:00+00,1167,53422,3,1868,2020/10/19 00:00:00+00,52105,4172,539,10266,5765,42,31,128,265,333,554,636,2181,24258,27843,4,1008,2391,8631,9054,8349,8118,5822,8710,34,0,0,0,234
-856335.869598373,7036492.39571864,2020/10/22 00:00:00+00,1066,53410,3,1871,2020/10/20 00:00:00+00,53260,4230,545,10348,5900,42,32,130,269,334,559,651,2211,24792,28464,4,1051,2495,8910,9229,8497,8278,5934,8843,33,0,0,0,235
-856335.869598373,7036492.39571864,2020/10/23 00:00:00+00,777,55261,7,1878,2020/10/21 00:00:00+00,54321,4266,546,10398,6000,42,32,132,272,338,563,657,2228,25326,28991,4,1106,2602,9138,9403,8643,8411,6027,8968,32,0,0,0,236
-856335.869598373,7036492.39571864,2020/10/24 00:00:00+00,859,56108,4,1883,2020/10/22 00:00:00+00,55076,4288,547,10431,6143,42,32,132,273,339,565,658,2245,25751,29321,4,1136,2676,9314,9510,8759,8516,6116,9026,33,0,0,0,237
-856335.869598373,7036492.39571864,2020/10/25 00:00:00+00,1025,57128,0,1882,2020/10/23 00:00:00+00,55914,4335,551,10477,6249,42,32,133,274,343,567,664,2278,26155,29755,4,1156,2765,9503,9637,8862,8635,6214,9119,34,0,0,0,238
-856335.869598373,7036492.39571864,2020/10/26 00:00:00+00,939,58067,3,1885,2020/10/24 00:00:00+00,56927,4354,553,10518,6257,42,32,136,275,344,568,667,2288,26659,30264,4,1210,2888,9744,9785,9012,8754,6322,9189,31,0,0,0,239
-856335.869598373,7036492.39571864,2020/10/27 00:00:00+00,720,58767,5,1890,2020/10/25 00:00:00+00,57857,4383,558,10549,6254,42,34,136,276,345,571,668,2309,27102,30751,4,1243,3006,9950,9920,9131,8879,6413,9292,32,0,0,0,240
-856335.869598373,7036492.39571864,2020/10/28 00:00:00+00,675,59434,6,1896,2020/10/26 00:00:00+00,58566,4394,559,10579,6291,42,34,137,276,346,572,669,2316,27447,31114,5,1273,3074,10106,10028,9228,8992,6488,9354,33,0,0,0,241
-856335.869598373,7036492.39571864,2020/10/29 00:00:00+00,866,60297,6,1902,2020/10/27 00:00:00+00,59229,4431,562,10613,6372,44,34,139,279,351,578,673,2331,27751,31473,5,1310,3143,10241,10124,9325,9093,6553,9417,34,0,0,0,242
-856335.869598373,7036492.39571864,2020/10/30 00:00:00+00,772,61059,6,1908,2020/10/28 00:00:00+00,60073,4472,566,10650,6494,45,34,141,280,357,583,676,2354,28162,31906,5,1335,3245,10406,10251,9447,9212,6634,9520,35,0,0,0,243
-856335.869598373,7036492.39571864,2020/10/31 00:00:00+00,416,61456,5,1913,2020/10/29 00:00:00+00,60827,4506,570,10691,6584,45,34,141,285,362,587,677,2373,28520,32302,5,1375,3330,10550,10353,9563,9322,6716,9595,35,0,0,0,244
-856335.869598373,7036492.39571864,2020/11/01 00:00:00+00,552,62002,2,1915,2020/10/30 00:00:00+00,61226,4524,572,10721,6678,45,35,142,286,363,588,680,2383,28696,32525,5,1388,3368,10636,10419,9617,9382,6757,9636,34,0,0,0,245
-856335.869598373,7036492.39571864,2020/11/02 00:00:00+00,767,62750,2,1917,2020/10/31 00:00:00+00,61764,4543,574,10752,6703,46,37,142,287,363,591,682,2393,28964,32793,7,1416,3454,10726,10481,9692,9460,6811,9701,35,0,0,0,246
-856335.869598373,7036492.39571864,2020/11/03 00:00:00+00,322,63048,5,1922,2020/11/01 00:00:00+00,62511,4563,577,10807,6708,47,38,144,288,366,591,686,2401,29308,33196,7,1451,3540,10871,10606,9814,9569,6870,9767,33,0,0,0,247
-856335.869598373,7036492.39571864,2020/11/04 00:00:00+00,444,63483,8,1930,2020/11/02 00:00:00+00,62822,4585,580,10839,6850,47,39,145,288,368,594,688,2414,29454,33361,7,1468,3576,10913,10657,9870,9604,6897,9812,37,0,0,0,248
-856335.869598373,7036492.39571864,2020/11/05 00:00:00+00,591,64046,3,1933,2020/11/03 00:00:00+00,63264,4621,584,10886,6945,48,39,148,288,369,597,693,2437,29660,33597,7,1494,3622,10971,10735,9929,9664,6952,9872,37,0,0,0,249
-856335.869598373,7036492.39571864,2020/11/06 00:00:00+00,449,64538,8,1940,2020/11/04 00:00:00+00,63844,4669,588,10966,7071,49,40,149,293,370,602,695,2469,29937,33900,7,1514,3664,11056,10839,10020,9756,7005,9965,38,0,0,0,250
-856335.869598373,7036492.39571864,2020/11/07 00:00:00+00,335,64855,5,1945,2020/11/05 00:00:00+00,64337,4693,591,11028,7138,49,40,149,295,372,605,698,2483,30183,34146,8,1535,3715,11148,10936,10092,9820,7040,10026,32,0,0,0,251
-856335.869598373,7036492.39571864,2020/11/08 00:00:00+00,542,65394,2,1947,2020/11/06 00:00:00+00,64668,4720,594,11067,7241,49,40,150,298,376,606,703,2496,30339,34321,8,1544,3757,11195,10985,10157,9870,7077,10058,37,0,0,0,252
-856335.869598373,7036492.39571864,2020/11/09 00:00:00+00,270,65659,1,1948,2020/11/07 00:00:00+00,65187,4755,595,11117,7266,49,40,150,301,379,610,704,2520,30611,34568,8,1566,3803,11290,11076,10237,9945,7121,10124,35,0,0,0,253
-856335.869598373,7036492.39571864,2020/11/10 00:00:00+00,270,65889,16,1963,2020/11/08 00:00:00+00,65451,4765,597,11152,7313,49,41,151,301,381,610,706,2524,30752,34691,8,1571,3842,11348,11113,10280,9980,7146,10146,34,0,0,0,254
-856335.869598373,7036492.39571864,2020/11/11 00:00:00+00,362,66247,2,1965,2020/11/09 00:00:00+00,65718,4811,602,11208,7412,50,41,153,303,384,614,710,2554,30874,34836,8,1581,3858,11393,11152,10321,10017,7167,10204,41,0,0,0,255
-856335.869598373,7036492.39571864,2020/11/12 00:00:00+00,395,66632,1,1965,2020/11/10 00:00:00+00,66077,4846,602,11283,7748,51,41,153,303,385,617,713,2581,31059,35010,8,1594,3887,11456,11201,10366,10089,7202,10257,41,0,0,0,256
-856335.869598373,7036492.39571864,2020/11/13 00:00:00+00,482,67099,7,1972,2020/11/11 00:00:00+00,66468,4891,606,11328,7955,51,43,155,305,385,624,717,2609,31256,35204,8,1609,3922,11543,11259,10425,10136,7233,10316,34,0,0,0,257
-856335.869598373,7036492.39571864,2020/11/14 00:00:00+00,456,67526,6,1978,2020/11/12 00:00:00+00,66945,4912,609,11398,8110,51,43,155,306,387,627,719,2622,31490,35447,8,1642,3967,11619,11339,10484,10203,7282,10384,35,0,0,0,258
-856335.869598373,7036492.39571864,2020/11/15 00:00:00+00,378,67903,1,1979,2020/11/13 00:00:00+00,67400,4933,610,11446,8235,51,44,156,306,389,629,721,2635,31700,35692,8,1659,4025,11705,11417,10560,10257,7328,10424,33,0,0,0,259
-856335.869598373,7036492.39571864,2020/11/16 00:00:00+00,456,68356,5,1984,2020/11/14 00:00:00+00,67770,4959,613,11495,8311,51,44,158,307,391,631,725,2650,31884,35878,8,1669,4065,11757,11479,10629,10307,7364,10475,38,0,0,0,260
-856335.869598373,7036492.39571864,2020/11/17 00:00:00+00,366,68686,11,1995,2020/11/15 00:00:00+00,68220,4977,614,11574,8398,51,44,159,307,392,633,726,2663,32080,36132,8,1698,4105,11847,11554,10705,10374,7396,10516,33,0,0,0,261
-856335.869598373,7036492.39571864,2020/11/18 00:00:00+00,379,69058,12,2006,2020/11/16 00:00:00+00,68580,5013,616,11653,8461,52,44,161,309,395,637,733,2680,32245,36327,8,1718,4142,11901,11606,10761,10431,7429,10567,38,0,0,0,262
-856335.869598373,7036492.39571864,2020/11/19 00:00:00+00,429,69473,4,2010,2020/11/17 00:00:00+00,68961,5041,617,11715,8530,52,44,164,313,396,641,734,2695,32420,36533,8,1732,4187,11971,11664,10822,10495,7465,10600,36,0,0,0,263
-856335.869598373,7036492.39571864,2020/11/20 00:00:00+00,330,69802,8,2018,2020/11/18 00:00:00+00,69380,5082,619,11768,8708,53,44,169,315,398,648,736,2717,32610,36761,9,1749,4219,12067,11733,10897,10544,7496,10650,34,0,0,0,264
-856335.869598373,7036492.39571864,2020/11/21 00:00:00+00,344,70143,4,2022,2020/11/19 00:00:00+00,69710,5114,621,11807,8873,53,45,169,316,402,649,739,2739,32784,36917,9,1757,4263,12122,11782,10953,10585,7524,10698,37,0,0,0,265
-856335.869598373,7036492.39571864,2020/11/22 00:00:00+00,318,70461,1,2023,2020/11/20 00:00:00+00,70044,5127,621,11847,9043,53,45,169,318,403,650,740,2747,32933,37102,9,1772,4306,12193,11836,11004,10632,7544,10731,32,0,0,0,266
-856335.869598373,7036492.39571864,2020/11/23 00:00:00+00,252,70711,0,2022,2020/11/21 00:00:00+00,70350,5140,621,11865,9062,53,45,170,318,405,651,742,2754,33084,37257,9,1784,4346,12286,11877,11043,10661,7572,10755,28,0,0,0,267
-856335.869598373,7036492.39571864,2020/11/24 00:00:00+00,226,70930,6,2028,2020/11/22 00:00:00+00,70599,5148,622,11882,9096,53,45,170,318,406,651,744,2759,33207,37383,9,1795,4377,12338,11908,11079,10700,7592,10784,34,0,0,0,268
-856335.869598373,7036492.39571864,2020/11/25 00:00:00+00,269,71187,6,2033,2020/11/23 00:00:00+00,70825,5187,626,11917,9134,53,45,170,318,408,654,748,2789,33323,37492,10,1798,4393,12379,11942,11111,10729,7616,10831,41,0,0,0,269
-856335.869598373,7036492.39571864,2020/11/26 00:00:00+00,335,71494,3,2036,2020/11/24 00:00:00+00,71081,5209,628,11945,9197,53,45,170,320,409,654,751,2805,33440,37631,10,1803,4432,12426,11976,11150,10761,7643,10864,35,0,0,0,270
-856335.869598373,7036492.39571864,2020/11/27 00:00:00+00,206,71699,7,2043,2020/11/25 00:00:00+00,71413,5227,629,11982,9345,53,45,171,321,409,656,754,2816,33601,37802,10,1816,4467,12489,12030,11195,10817,7671,10901,35,0,0,0,271
-856335.869598373,7036492.39571864,2020/11/28 00:00:00+00,243,71942,7,2050,2020/11/26 00:00:00+00,71614,5236,632,12011,9378,53,45,172,321,411,657,755,2820,33699,37905,10,1828,4492,12535,12051,11226,10850,7686,10919,34,0,0,0,272
-856335.869598373,7036492.39571864,2020/11/29 00:00:00+00,299,72241,2,2052,2020/11/27 00:00:00+00,71851,5253,632,12024,9393,53,45,173,323,412,660,757,2828,33834,38006,11,1845,4518,12584,12085,11269,10874,7699,10950,32,0,0,0,273
-856335.869598373,7036492.39571864,2020/11/30 00:00:00+00,306,72544,1,2053,2020/11/28 00:00:00+00,72147,5277,633,12069,9400,53,46,174,327,415,661,758,2841,33990,38146,11,1861,4559,12627,12134,11320,10909,7727,10983,34,0,0,0,274
-856335.869598373,7036492.39571864,2020/12/01 00:00:00+00,269,72798,18,2069,2020/11/29 00:00:00+00,72449,5285,633,12110,9411,53,46,174,327,415,662,759,2847,34145,38293,11,1870,4592,12679,12186,11375,10952,7751,11017,35,0,0,0,275
-856335.869598373,7036492.39571864,2020/12/02 00:00:00+00,270,73066,5,2074,2020/11/30 00:00:00+00,72718,5305,633,12151,9538,53,46,174,330,416,667,760,2857,34278,38429,11,1884,4620,12733,12219,11421,10991,7772,11051,35,0,0,0,276
-856335.869598373,7036492.39571864,2020/12/03 00:00:00+00,183,73228,6,2080,2020/12/01 00:00:00+00,72985,5335,638,12193,9606,53,46,175,331,418,671,764,2875,34416,38558,11,1894,4654,12778,12252,11469,11025,7798,11088,37,0,0,0,277
-856335.869598373,7036492.39571864,2020/12/04 00:00:00+00,265,73491,6,2086,2020/12/02 00:00:00+00,73166,5357,641,12216,9640,53,46,175,333,419,673,770,2886,34497,38658,11,1900,4675,12808,12283,11491,11048,7819,11115,36,0,0,0,278
-856335.869598373,7036492.39571864,2020/12/05 00:00:00+00,456,73948,13,2099,2020/12/03 00:00:00+00,73430,5365,643,12249,9700,54,46,175,334,419,675,771,2889,34631,38788,11,1911,4719,12847,12330,11527,11086,7840,11143,33,0,0,0,279
-856335.869598373,7036492.39571864,2020/12/06 00:00:00+00,301,74246,0,2099,2020/12/04 00:00:00+00,73875,5403,644,12322,9722,54,46,175,337,420,679,775,2915,34848,39016,11,1927,4767,12903,12412,11588,11146,7887,11218,38,0,0,0,280
-856335.869598373,7036492.39571864,2020/12/07 00:00:00+00,242,74468,0,2099,2020/12/05 00:00:00+00,74173,5415,645,12348,9746,54,47,176,337,420,679,775,2925,34981,39181,11,1956,4819,12937,12456,11621,11185,7909,11263,32,0,0,0,281
-856335.869598373,7036492.39571864,2020/12/08 00:00:00+00,215,74682,1,2097,2020/12/06 00:00:00+00,74414,5426,646,12386,9824,54,47,176,337,422,679,777,2932,35093,39310,11,1970,4851,12965,12490,11664,11218,7932,11297,37,0,0,0,282
-856335.869598373,7036492.39571864,2020/12/09 00:00:00+00,227,74900,5,2102,2020/12/07 00:00:00+00,74626,5445,648,12414,9878,54,47,178,339,422,679,781,2943,35187,39428,11,1976,4877,12993,12527,11696,11253,7958,11319,36,0,0,0,283
-856335.869598373,7036492.39571864,2020/12/10 00:00:00+00,310,75203,15,2117,2020/12/08 00:00:00+00,74846,5461,651,12445,9983,54,48,179,339,423,679,783,2954,35282,39553,11,1985,4902,13028,12560,11734,11286,7977,11347,37,0,0,0,284
-856335.869598373,7036492.39571864,2020/12/11 00:00:00+00,313,75507,3,2120,2020/12/09 00:00:00+00,75155,5480,653,12484,10048,55,48,180,341,424,681,789,2960,35444,39700,11,1996,4943,13067,12608,11781,11331,8025,11377,39,0,0,0,285
-856335.869598373,7036492.39571864,2020/12/12 00:00:00+00,247,75756,3,2123,2020/12/10 00:00:00+00,75467,5500,653,12525,10090,55,48,183,342,425,685,789,2971,35588,39868,11,2010,4972,13122,12666,11835,11384,8047,11404,34,0,0,0,286
-856335.869598373,7036492.39571864,2020/12/13 00:00:00+00,429,76185,1,2124,2020/12/11 00:00:00+00,75710,5513,654,12556,10117,55,48,184,343,425,687,791,2978,35711,39988,11,2020,5003,13156,12715,11873,11424,8066,11426,33,0,0,0,287
-856335.869598373,7036492.39571864,2020/12/14 00:00:00+00,264,76449,2,2126,2020/12/12 00:00:00+00,76136,5531,656,12610,10150,55,48,184,345,426,693,796,2982,35907,40218,11,2038,5061,13230,12788,11932,11492,8099,11469,34,0,0,0,288
-856335.869598373,7036492.39571864,2020/12/15 00:00:00+00,329,76776,8,2134,2020/12/13 00:00:00+00,76399,5540,658,12620,10180,55,48,185,345,428,694,797,2986,36036,40352,11,2040,5100,13275,12826,11980,11524,8120,11507,36,0,0,0,289
-856335.869598373,7036492.39571864,2020/12/16 00:00:00+00,431,77197,6,2140,2020/12/14 00:00:00+00,76728,5574,659,12652,10207,55,48,186,348,433,695,804,3003,36198,40519,11,2045,5138,13337,12872,12039,11563,8159,11548,37,0,0,0,290
-856335.869598373,7036492.39571864,2020/12/17 00:00:00+00,484,77678,3,2143,2020/12/15 00:00:00+00,77156,5593,662,12711,10245,55,48,187,348,435,695,807,3016,36380,40765,11,2063,5196,13400,12938,12118,11628,8207,11579,35,0,0,0,291
-856335.869598373,7036492.39571864,2020/12/18 00:00:00+00,582,78254,6,2149,2020/12/16 00:00:00+00,77638,5633,668,12771,10288,55,50,188,351,436,699,813,3039,36625,41002,11,2081,5234,13473,13026,12186,11707,8270,11634,37,0,0,0,292
-856335.869598373,7036492.39571864,2020/12/19 00:00:00+00,527,78776,5,2154,2020/12/17 00:00:00+00,78217,5653,670,12835,10339,55,50,190,353,436,701,815,3051,36936,41270,11,2100,5280,13545,13153,12270,11779,8348,11715,38,0,0,0,293
-856335.869598373,7036492.39571864,2020/12/20 00:00:00+00,764,79542,4,2158,2020/12/18 00:00:00+00,78744,5672,672,12880,10391,55,51,191,354,436,707,818,3058,37206,41527,11,2123,5339,13616,13250,12365,11862,8406,11756,36,0,0,0,294
-856335.869598373,7036492.39571864,2020/12/21 00:00:00+00,727,80267,0,2158,2020/12/19 00:00:00+00,79504,5702,678,12935,10397,56,53,193,355,439,708,824,3072,37610,41883,11,2155,5410,13776,13368,12498,11964,8482,11824,34,0,0,0,295
-856335.869598373,7036492.39571864,2020/12/22 00:00:00+00,970,81228,13,2171,2020/12/20 00:00:00+00,80230,5740,679,13021,10412,56,53,197,356,442,712,827,3095,37968,42251,11,2188,5479,13874,13502,12612,12071,8564,11913,36,0,0,0,296
-856335.869598373,7036492.39571864,2020/12/23 00:00:00+00,938,82155,13,2184,2020/12/21 00:00:00+00,81196,5781,680,13132,10471,56,53,199,357,446,716,833,3119,38437,42748,11,2237,5569,14023,13663,12784,12211,8666,12016,37,0,0,0,297
-856335.869598373,7036492.39571864,2020/12/24 00:00:00+00,922,83073,8,2192,2020/12/22 00:00:00+00,82131,5810,683,13226,10509,56,53,201,358,449,718,836,3137,38853,43267,11,2267,5638,14213,13820,12946,12341,8772,12107,36,0,0,0,298
-856335.869598373,7036492.39571864,2020/12/25 00:00:00+00,1025,84098,2,2194,2020/12/23 00:00:00+00,83050,5846,690,13318,10557,56,54,204,362,452,723,841,3152,39294,43745,11,2305,5709,14405,13996,13090,12471,8862,12185,33,0,0,0,299
-856335.869598373,7036492.39571864,2020/12/26 00:00:00+00,1296,85394,6,2200,2020/12/24 00:00:00+00,84067,5889,696,13401,10599,56,56,206,365,456,726,847,3175,39804,44252,11,2343,5787,14600,14189,13268,12603,8967,12283,35,0,0,0,300
